Tramo,Año,Descripción,Unidad,Fecha,Inicio (km),Fin (km),Metrado
km 125+300 - 125+500,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-02-18,125+400,125+440,105
km 125+300 - 125+500,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-02-20,125+400,125+440,4
km 125+300 - 125+500,2025,Limpieza de carril/pista y bermas T2,m2,2025-02-22,125+440,125+460,20
km 125+300 - 125+500,2025,Remocion de Derrumbes T2,m3,2025-02-23,125+400,125+450,72
km 125+300 - 125+500,2025,Limpieza de Deslizamientos Menores < 15 m3 T2,m3,2025-03-02,125+400,125+440,15
km 125+300 - 125+500,2025,Remocion de Derrumbes T2,m3,2025-03-03,125+400,125+450,72
km 125+300 - 125+500,2025,Limpieza Manual de Zanjas de Coronación T2,ml,2025-03-04,125+400,125+440,253
km 125+300 - 125+500,2025,Remocion de Derrumbes T2,m3,2025-03-04,125+400,125+450,108
km 125+300 - 125+500,2025,Remocion de Derrumbes T2,m3,2025-03-05,125+400,125+450,264
km 125+300 - 125+500,2025,Limpieza de Superfície de Concreto y Dispos. Drenaje T2,ml,2025-03-06,125+394,125+495,40
km 125+300 - 125+500,2025,Limpieza de Superfície de Concreto y Dispos. Drenaje T2,ml,2025-03-06,125+394,125+495,40
km 125+300 - 125+500,2025,Limpieza Manual de Zanjas de Coronación T2,ml,2025-03-06,125+394,125+495,101
km 125+300 - 125+500,2025,Limpieza de Cajas de Inspección Subdren T2,und,2025-03-06,125+394,125+495,2
km 125+300 - 125+500,2025,Remocion de Derrumbes T2,m3,2025-03-06,125+400,125+450,300
km 125+300 - 125+500,2025,Remocion de Derrumbes T2,m3,2025-03-07,125+400,125+450,252
km 125+300 - 125+500,2025,Limpieza de Postes de Señalización Vertical T2,und,2025-03-07,68+239,168+239,1
km 125+300 - 125+500,2025,Limpieza de Placas de Señalización Vertical T2,m2,2025-03-07,68+239,168+239,0.5625
km 125+300 - 125+500,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-03-10,125+500,125+400,100
km 125+300 - 125+500,2025,Desbroce Manual T2,m2,2025-03-11,124+000,143+000,6000
km 125+300 - 125+500,2025,Limpieza de carril/pista y bermas T2,m2,2025-03-11,125+400,125+460,60
km 125+300 - 125+500,2025,Desbroce Manual T2,m2,2025-03-12,125+000,125+400,1200
km 125+300 - 125+500,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-03-12,125+000,125+400,400
km 125+300 - 125+500,2025,Limpieza de Juntas en Cunetas y Bermas,ml,2025-03-12,125+000,125+400,226.66666666666666
km 125+300 - 125+500,2025,Limpieza de carril/pista y bermas T2,m2,2025-03-12,125+400,125+460,120
km 125+300 - 125+500,2025,Remocion de Derrumbes T2,m3,2025-03-13,125+400,125+440,120
km 125+300 - 125+500,2025,Remocion de Derrumbes T2,m3,2025-03-14,125+400,125+440,132
km 125+300 - 125+500,2025,Limpieza de Deslizamientos Menores < 15 m3 T2,m3,2025-03-16,125+400,125+440,15
km 125+300 - 125+500,2025,Remocion de Derrumbes T2,m3,2025-03-16,125+400,125+440,84
km 125+300 - 125+500,2025,Remocion de Derrumbes T2,m3,2025-03-17,125+400,125+440,144
km 125+300 - 125+500,2025,Remocion de Derrumbes T2,m3,2025-03-18,125+400,125+440,165
km 125+300 - 125+500,2025,Remocion de Derrumbes T2,m3,2025-03-19,125+400,125+440,15
km 125+300 - 125+500,2025,Remocion de Derrumbes T2,m3,2025-03-20,125+400,125+440,360
km 125+300 - 125+500,2025,Limpieza de Parapetos Veredas de Concreto T2,m2,2025-03-20,125+400,125+440,12
km 125+300 - 125+500,2025,Limpieza de carril/pista y bermas T2,m2,2025-03-24,125+100,125+300,400
km 125+300 - 125+500,2025,Limpieza de carril/pista y bermas T2,m2,2025-03-24,125+300,125+500,400
km 125+300 - 125+500,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-03-24,125+400,125+550,150
km 125+300 - 125+500,2025,Limpieza de carril/pista y bermas T2,m2,2025-03-24,125+500,125+700,400
km 125+300 - 125+500,2025,Remocion de Derrumbes T2,m3,2025-03-27,125+400,125+440,105
km 125+300 - 125+500,2025,Remocion de Derrumbes T2,m3,2025-03-28,125+400,125+440,330
km 125+300 - 125+500,2025,Desbroce Manual T2,m2,2025-03-29,123+800,136+300,1500
km 125+300 - 125+500,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-04-02,124+650,127+700,50
km 125+300 - 125+500,2025,Limpieza de carril/pista y bermas T2,m2,2025-04-03,125+500,125+700,200
km 125+300 - 125+500,2025,Limpieza de carril/pista y bermas T2,m2,2025-04-07,125+400,125+430,60
km 125+300 - 125+500,2025,Reparación Parcial de Delineador T2,und,2025-04-14,125+260,125+313,12
km 125+300 - 125+500,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-04-14,125+394,125+495,80
km 125+300 - 125+500,2025,Limpieza de Cajas de Inspección Subdren T2,und,2025-04-14,125+394,125+495,2
km 125+300 - 125+500,2025,Remocion de Derrumbes T2,m3,2025-04-14,125+400,125+440,225
km 125+300 - 125+500,2025,Limpieza de carril/pista y bermas T2,m2,2025-04-15,125+400,125+480,120
km 125+300 - 125+500,2025,Limpieza de carril/pista y bermas T2,m2,2025-04-16,125+000,125+400,400
km 125+300 - 125+500,2025,Limpieza de Guardavías T2,ml,2025-04-16,125+400,125+450,50
km 125+300 - 125+500,2025,Limpieza de carril/pista y bermas T2,m2,2025-04-16,125+500,125+900,600
km 125+300 - 125+500,2025,Repintado de delineador T2,und,2025-04-21,125+260,125+310,8
km 125+300 - 125+500,2025,Remocion de Derrumbes T2,m3,2025-05-01,125+400,125+440,45
km 125+300 - 125+500,2025,Remocion de Derrumbes T2,m3,2025-05-02,125+400,125+440,60
km 125+300 - 125+500,2025,Limpieza de carril/pista y bermas T2,m2,2025-05-05,125+500,125+530,30
km 125+300 - 125+500,2025,Limpieza Manual de Cabezal de Alcantarilla T2,ml,2025-05-09,120+290,129+290,12
km 125+300 - 125+500,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-05-09,123+030,128+040,10
km 125+300 - 125+500,2025,Limpieza Manual de Cabezal de Alcantarilla T2,ml,2025-05-15,13+620,130+620,12
km 125+300 - 125+500,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-05-22,125+394,125+495,96
km 125+300 - 125+500,2025,Limpieza de Cajas de Inspección Subdren T2,und,2025-05-22,125+394,125+495,2
km 125+300 - 125+500,2025,Limpieza de Cajas de Inspección Subdren T2,und,2025-05-22,125+394,125+495,2
km 125+300 - 125+500,2025,Limpieza de carril/pista y bermas T2,m2,2025-06-03,125+400,125+460,100
km 125+300 - 125+500,2025,Desbroce Manual T2,m2,2025-06-26,45+330,145+460,340
km 125+300 - 125+500,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-06-27,125+394,125+495,101
km 125+300 - 125+500,2025,Limpieza de Superfície de Concreto y Dispos. Drenaje T2,ml,2025-06-27,125+394,125+495,101
km 125+300 - 125+500,2025,Limpieza de Cajas de Inspección Subdren T2,und,2025-06-27,125+394,125+495,2
km 125+300 - 125+500,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-06-30,125+400,125+440,12
km 125+300 - 125+500,2025,Pintura o Reaplicación por Aspersión T2,ml,2025-07-03,121+400,241+203,12
km 125+300 - 125+500,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-07-04,125+394,125+495,120
km 125+300 - 125+500,2025,Limpieza de Superfície de Concreto y Dispos. Drenaje T2,ml,2025-07-04,125+394,125+495,160
km 125+300 - 125+500,2025,Reposición de Tachas Reflectivas T2,und,2025-07-18,13+500,135+400,6
km 125+300 - 125+500,2025,Desbroce Manual T2,m2,2025-07-22,125+000,125+300,300
km 125+300 - 125+500,2025,Pintura o Reaplicación por Aspersión T2,ml,2025-08-08,112+950,133+100,30
km 125+300 - 125+500,2025,Reparación Parcial de Delineador T2,und,2025-08-13,125+300,125+320,6
km 125+300 - 125+500,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-08-13,125+394,125+495,100
km 125+300 - 125+500,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-08-13,125+394,125+495,100
km 125+300 - 125+500,2025,Reposición de Tachas Reflectivas T2,und,2025-08-13,125+500,126+000,110
km 125+300 - 125+500,2025,Reposición de Tachas Reflectivas T2,und,2025-08-13,125+500,126+000,180
km 125+300 - 125+500,2025,Pintura o Reaplicación por Aspersión T2,ml,2025-08-29,125+340,125+480,28
km 125+300 - 125+500,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-09-06,124+900,125+300,400
km 125+300 - 125+500,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-09-06,125+000,125+300,300
km 125+300 - 125+500,2025,Limpieza de carril/pista y bermas T2,m2,2025-09-06,125+000,125+500,250
km 125+300 - 125+500,2025,Repintado de delineador T2,und,2025-09-06,125+200,125+400,15
km 125+300 - 125+500,2025,Limpieza de carril/pista y bermas T2,m2,2025-09-07,125+000,125+500,250
km 125+300 - 125+500,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-09-15,125+394,125+495,80
km 125+300 - 125+500,2025,Limpieza Manual de Zanjas de Coronación T2,ml,2025-09-15,125+394,125+495,101
km 125+300 - 125+500,2025,Limpieza de Superfície de Concreto y Dispos. Drenaje T2,ml,2025-09-15,125+394,125+495,101
km 125+300 - 125+500,2025,Reparación de las Estructuras de Contención (gabión) T2,m3,2025-09-15,125+394,125+495,0.1
km 125+300 - 125+500,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-10-04,125+400,125+550,150
km 125+300 - 125+500,2025,Desbroce Manual T2,m2,2025-10-05,28+300,128+500,1200
km 125+300 - 125+500,2025,Limpieza de carril/pista y bermas T2,m2,2025-10-13,125+400,125+500,50
km 125+300 - 125+500,2025,Desbroce Manual T2,m2,2025-10-27,124+900,125+300,1200
km 125+300 - 125+500,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-10-27,124+900,125+300,400
km 125+300 - 125+500,2025,Desbroce Manual T2,m2,2025-10-27,125+300,125+500,600
km 125+300 - 125+500,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-10-27,125+300,125+500,200
km 125+300 - 125+500,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-10-27,125+394,125+495,99
km 125+300 - 125+500,2025,Limpieza Manual de Zanjas de Coronación T2,ml,2025-10-27,125+394,125+495,101
km 125+300 - 125+500,2025,Limpieza de Cajas de Inspección Subdren T2,und,2025-10-27,125+394,125+495,4
km 125+300 - 125+500,2025,Pintura o Reaplicación por Aspersión T2,ml,2025-10-27,125+400,125+500,11
km 125+300 - 125+500,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-10-27,125+420,125+410,10
km 125+300 - 125+500,2025,Repintado de Postes de Señalización Vertical T2,m2,2025-10-27,125+420,125+420,1.56
km 125+300 - 125+500,2025,Repintado de Postes de Señalización Vertical T2,m2,2025-10-27,125+423,125+423,1.56
km 125+300 - 125+500,2025,Repintado de Postes de Señalización Vertical T2,m2,2025-10-27,125+440,125+440,1.56
km 125+300 - 125+500,2025,Limpieza Residuos Sólidos / Basuras,m2,2025-11-03,123+250,128+300,50
km 125+300 - 125+500,2025,Limpieza de Cauces T2,ml,2025-11-03,125+430,125+460,180
km 125+300 - 125+500,2025,Limpieza de Cauces T2,ml,2025-11-04,125+430,125+460,180
km 125+300 - 125+500,2025,Limpieza Residuos Sólidos / Basuras,m2,2025-11-05,122+900,133+000,100
km 125+300 - 125+500,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-11-10,125+400,125+450,50
km 125+300 - 125+500,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-11-10,125+440,125+500,60
km 125+300 - 125+500,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-11-19,125+400,125+450,50
km 125+300 - 125+500,2025,Limpieza de Guardavías T2,ml,2025-12-02,125+425,125+465,8
km 125+300 - 125+500,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-12-10,125+400,125+450,600
km 125+300 - 125+500,2025,Limpieza Manual de Zanjas de Coronación T2,ml,2025-12-16,125+394,125+495,180
km 125+300 - 125+500,2025,Limpieza de Cajas de Inspección Subdren T2,und,2025-12-16,125+394,125+495,2
km 125+300 - 125+500,2025,Limpieza de Superfície de Concreto y Dispos. Drenaje T2,ml,2025-12-16,125+394,125+495,220
km 125+300 - 125+500,2025,Reparación de las Estructuras de Contención (gabión) T2,m3,2025-12-16,125+394,125+495,0.1
km 125+300 - 125+500,2026,Desbroce Manual T2,m2,2025-12-24,124+900,125+400,1500
km 125+300 - 125+500,2026,Limpieza Manual de Cuneta de Vía T2,ml,2025-12-24,125+000,125+400,400
km 125+300 - 125+500,2026,Reparación Parcial de Delineador T2,und,2025-12-24,125+250,125+300,16
km 125+300 - 125+500,2026,Limpieza Manual de Cuneta de Vía T2,ml,2025-12-24,125+340,125+350,10
km 125+300 - 125+500,2026,Limpieza Manual de Cuneta de Vía T2,ml,2025-12-24,125+400,125+440,40
km 125+300 - 125+500,2026,Remocion de Derrumbes T2,m3,2026-01-07,125+410,125+470,75
km 125+300 - 125+500,2026,Limpieza Manual de Zanjas de Coronación T2,ml,2026-01-14,125+394,125+495,101
km 125+300 - 125+500,2026,Limpieza de Superfície de Concreto y Dispos. Drenaje T2,ml,2026-01-14,125+394,125+495,101
km 125+300 - 125+500,2026,Remocion de Derrumbes T2,m3,2026-01-14,125+420,125+480,160
km 125+300 - 125+500,2026,Remocion de Derrumbes T2,m3,2026-01-15,125+420,125+480,120
km 125+300 - 125+500,2026,Limpieza Manual de Cabezal de Alcantarilla T2,ml,2026-01-15,125+420,125+420,14
km 125+300 - 125+500,2026,Limpieza Manual de Cuneta de Vía T2,ml,2026-01-15,125+500,125+600,220
km 125+300 - 125+500,2026,Limpieza Manual de Cuneta de Vía T2,ml,2026-01-18,125+400,125+500,100
km 125+300 - 125+500,2026,Limpieza de carril/pista y bermas T2,m2,2026-01-18,125+400,125+600,200
km 125+300 - 125+500,2026,Limpieza de carril/pista y bermas T2,m2,2026-01-18,125+420,125+480,60
km 125+300 - 125+500,2026,Limpieza de carril/pista y bermas T2,m2,2026-01-19,122+980,128+000,60
km 125+300 - 125+500,2026,Limpieza Manual de Cuneta de Vía T2,ml,2026-01-20,107+900,170+970,70
km 125+300 - 125+500,2026,Remocion de Derrumbes T2,m3,2026-01-23,125+420,125+480,105
km 125+300 - 125+500,2026,Remocion de Derrumbes T2,m3,2026-01-24,125+420,125+480,45
km 125+300 - 125+500,2026,Remocion de Derrumbes T2,m3,2026-01-25,125+420,125+480,120
km 125+300 - 125+500,2026,Remocion de Derrumbes T2,m3,2026-01-26,125+420,125+480,150
km 125+300 - 125+500,2026,Remocion de Derrumbes T2,m3,2026-01-29,125+420,125+480,60
km 125+300 - 125+500,2026,Limpieza de carril/pista y bermas T2,m2,2026-01-30,125+420,125+480,60
km 125+300 - 125+500,2026,Remocion de Derrumbes T2,m3,2026-02-01,125+420,125+480,150
km 125+300 - 125+500,2026,Remocion de Derrumbes T2,m3,2026-02-05,125+420,125+470,300
km 125+300 - 125+500,2026,Limpieza de carril/pista y bermas T2,m2,2026-02-05,125+420,125+500,160
km 125+300 - 125+500,2026,Limpieza de Superfície de Concreto y Dispos. Drenaje T2,ml,2026-02-12,125+394,125+495,220
km 125+300 - 125+500,2026,Limpieza de Cajas de Inspección Subdren T2,und,2026-02-12,125+394,125+495,1
km 125+300 - 125+500,2026,Reparación de las Estructuras de Contención (gabión) T2,m3,2026-02-12,125+394,125+495,0.2
km 125+300 - 125+500,2026,Limpieza de Superfície de Concreto y Dispos. Drenaje T2,ml,2026-02-12,125+394,125+495,80
km 125+300 - 125+500,2026,Remocion de Derrumbes T2,m3,2026-02-18,125+420,125+480,210
km 125+300 - 125+500,2026,Limpieza de carril/pista y bermas T2,m2,2026-02-18,125+420,125+480,120
km 125+300 - 125+500,2026,Limpieza Manual de Cuneta de Vía T2,ml,2026-02-19,125+000,125+300,300
km 125+300 - 125+500,2026,Desbroce Manual T2,m2,2026-02-19,125+300,125+500,400
km 125+300 - 125+500,2026,Limpieza Manual de Cuneta de Vía T2,ml,2026-02-19,125+300,125+700,400
km 125+300 - 125+500,2026,Limpieza de carril/pista y bermas T2,m2,2026-02-19,125+400,125+700,300
km 125+300 - 125+500,2026,Limpieza de carril/pista y bermas T2,m2,2026-02-23,125+300,125+480,20
km 125+300 - 125+500,2026,Limpieza Manual de Cuneta de Vía T2,ml,2026-02-24,125+340,125+350,10
km 125+300 - 125+500,2026,Limpieza Manual de Cabezal de Alcantarilla T2,ml,2026-02-24,125+355,125+355,12
