Tramo,Año,Descripción,Unidad,Fecha,Inicio (km),Fin (km),Metrado
km 125+300 - 125+500,2018,Remocion de Derrumbes T2,m3,2018-02-13,125+400,125+450,72
km 125+300 - 125+500,2018,Remocion de Derrumbes T2,m3,2018-02-14,125+400,125+450,108
km 125+300 - 125+500,2018,Remocion de Derrumbes T2,m3,2018-02-15,125+400,125+450,180
km 125+300 - 125+500,2018,Remocion de Derrumbes T2,m3,2018-02-16,125+400,125+450,120
km 125+300 - 125+500,2018,Remocion de Derrumbes T2,m3,2018-02-20,125+400,125+450,48
km 125+300 - 125+500,2018,Remocion de Derrumbes T2,m3,2018-02-21,125+400,125+450,36
km 125+300 - 125+500,2018,Limpieza Manual de Cuneta de Vía T2,ml,2018-02-22,125+400,125+460,120
km 125+300 - 125+500,2018,Remocion de Derrumbes T2,m3,2018-02-22,125+400,125+450,228
km 125+300 - 125+500,2018,Remocion de Derrumbes T2,m3,2018-02-23,125+400,125+550,72
km 125+300 - 125+500,2018,Limpieza de Deslizamientos Menores < 15 m3 T2,m3,2018-02-28,125+400,125+450,25
km 125+300 - 125+500,2018,Limpieza Manual de Cuneta de Vía T2,ml,2018-03-02,125+400,125+440,40
km 125+300 - 125+500,2018,Remocion de Derrumbes T2,m3,2018-03-12,125+400,125+450,168
km 125+300 - 125+500,2018,Remocion de Derrumbes T2,m3,2018-03-13,125+400,125+450,144
km 125+300 - 125+500,2018,Limpieza Manual de Cuneta de Vía T2,ml,2018-03-16,125+400,125+700,300
km 125+300 - 125+500,2018,Remocion de Derrumbes T2,m3,2018-03-17,125+400,125+450,156
km 125+300 - 125+500,2018,Limpieza Manual de Cuneta de Vía T2,ml,2018-03-19,125+390,125+500,110
km 125+300 - 125+500,2018,Remocion de Derrumbes T2,m3,2018-03-20,125+400,125+450,216
km 125+300 - 125+500,2018,Limpieza Manual de Cuneta de Vía T2,ml,2018-03-21,125+390,125+550,160
km 125+300 - 125+500,2018,Limpieza Manual de Cuneta de Vía T2,ml,2018-03-22,125+400,125+500,100
km 125+300 - 125+500,2018,Remocion de Derrumbes T2,m3,2018-03-23,125+400,125+450,180
km 125+300 - 125+500,2018,Limpieza Manual de Cuneta de Vía T2,ml,2018-03-27,31+650,131+700,50
km 125+300 - 125+500,2018,Remocion de Derrumbes T2,m3,2018-04-01,125+400,125+450,60
km 125+300 - 125+500,2018,Limpieza de carril/pista y bermas T2,m2,2018-04-21,125+500,125+900,316.8
km 125+300 - 125+500,2018,Limpieza de carril/pista y bermas T2,m2,2018-07-07,109+200,198+400,30
km 125+300 - 125+500,2018,Limpieza de carril/pista y bermas T2,m2,2018-12-08,125+430,125+450,36
km 125+300 - 125+500,2018,Limpieza Manual de Cuneta de Vía T2,ml,2018-12-10,125+500,125+680,180
km 125+300 - 125+500,2018,Limpieza Manual de Cuneta de Vía T2,ml,2018-12-17,125+250,125+400,150
km 125+300 - 125+500,2018,Remocion de Derrumbes T2,m3,2018-12-19,125+400,125+420,72
km 125+300 - 125+500,2019,Limpieza Manual de Cuneta de Vía T2,ml,2018-12-26,125+400,125+450,50
km 125+300 - 125+500,2019,Limpieza Manual de Cuneta de Vía T2,ml,2018-12-31,125+500,125+700,200
km 125+300 - 125+500,2019,Limpieza Manual de Cuneta de Vía T2,ml,2019-01-02,125+400,125+430,30
km 125+300 - 125+500,2019,Limpieza Manual de Cuneta de Vía T2,ml,2019-01-04,125+400,125+450,50
km 125+300 - 125+500,2019,Remocion de Derrumbes T2,m3,2019-01-11,125+400,125+415,60
km 125+300 - 125+500,2019,Remocion de Derrumbes T2,m3,2019-01-12,125+400,125+415,60
km 125+300 - 125+500,2019,Remocion de Derrumbes T2,m3,2019-01-14,125+400,125+415,48
km 125+300 - 125+500,2019,Remocion de Derrumbes T2,m3,2019-01-18,125+400,125+415,180
km 125+300 - 125+500,2019,Remocion de Derrumbes T2,m3,2019-01-19,125+400,125+415,36
km 125+300 - 125+500,2019,Remocion de Derrumbes T2,m3,2019-01-20,125+400,125+415,48
km 125+300 - 125+500,2019,Remocion de Derrumbes T2,m3,2019-01-21,125+400,125+415,168
km 125+300 - 125+500,2019,Remocion de Derrumbes T2,m3,2019-01-22,125+400,125+415,24
km 125+300 - 125+500,2019,Remocion de Derrumbes T2,m3,2019-01-23,125+400,125+415,156
km 125+300 - 125+500,2019,Remocion de Derrumbes T2,m3,2019-01-25,125+400,125+420,36
km 125+300 - 125+500,2019,Remocion de Derrumbes T2,m3,2019-01-26,125+400,125+420,48
km 125+300 - 125+500,2019,Remocion de Derrumbes T2,m3,2019-01-28,125+400,125+450,300
km 125+300 - 125+500,2019,Remocion de Derrumbes T2,m3,2019-01-29,125+400,125+420,96
km 125+300 - 125+500,2019,Remocion de Derrumbes T2,m3,2019-01-30,125+400,125+420,48
km 125+300 - 125+500,2019,Remocion de Derrumbes T2,m3,2019-01-31,125+400,125+420,204
km 125+300 - 125+500,2019,Limpieza Manual de Cuneta de Vía T2,ml,2019-02-02,125+300,125+500,200
km 125+300 - 125+500,2019,Remocion de Derrumbes T2,m3,2019-02-02,125+400,125+420,120
km 125+300 - 125+500,2019,Limpieza Manual de Cuneta de Vía T2,ml,2019-02-03,125+300,125+500,200
km 125+300 - 125+500,2019,Remocion de Derrumbes T2,m3,2019-02-04,125+400,125+420,240
km 125+300 - 125+500,2019,Remocion de Derrumbes T2,m3,2019-02-05,125+400,125+420,240
km 125+300 - 125+500,2019,Remocion de Derrumbes T2,m3,2019-02-06,125+400,125+420,264
km 125+300 - 125+500,2019,Remocion de Derrumbes T2,m3,2019-02-07,125+400,125+420,156
km 125+300 - 125+500,2019,Remocion de Derrumbes T2,m3,2019-02-08,125+400,125+420,192
km 125+300 - 125+500,2019,Remocion de Derrumbes T2,m3,2019-02-10,125+400,125+450,84
km 125+300 - 125+500,2019,Limpieza Manual de Cuneta de Vía T2,ml,2019-02-10,125+400,125+450,84
km 125+300 - 125+500,2019,Remocion de Derrumbes T2,m3,2019-02-11,125+400,125+430,36
km 125+300 - 125+500,2019,Remocion de Derrumbes T2,m3,2019-02-12,125+400,125+430,240
km 125+300 - 125+500,2019,Remocion de Derrumbes T2,m3,2019-02-15,125+400,125+430,60
km 125+300 - 125+500,2019,Remocion de Derrumbes T2,m3,2019-02-17,125+400,125+450,132
km 125+300 - 125+500,2019,Remocion de Derrumbes T2,m3,2019-02-19,125+400,125+430,24
km 125+300 - 125+500,2019,Remocion de Derrumbes T2,m3,2019-02-21,125+400,125+430,60
km 125+300 - 125+500,2019,Remocion de Derrumbes T2,m3,2019-02-22,125+400,125+430,264
km 125+300 - 125+500,2019,Remocion de Derrumbes T2,m3,2019-02-23,125+400,125+430,204
km 125+300 - 125+500,2019,Remocion de Derrumbes T2,m3,2019-02-27,125+400,125+430,72
km 125+300 - 125+500,2019,Remocion de Derrumbes T2,m3,2019-02-28,125+400,125+430,204
km 125+300 - 125+500,2019,Remocion de Derrumbes T2,m3,2019-03-04,125+400,125+430,96
km 125+300 - 125+500,2019,Remocion de Derrumbes T2,m3,2019-03-10,125+400,125+430,72
km 125+300 - 125+500,2019,Remocion de Derrumbes T2,m3,2019-03-12,125+400,125+430,60
km 125+300 - 125+500,2019,Remocion de Derrumbes T2,m3,2019-03-13,125+400,125+430,156
km 125+300 - 125+500,2019,Remocion de Derrumbes T2,m3,2019-03-15,125+400,125+430,96
km 125+300 - 125+500,2019,Remocion de Derrumbes T2,m3,2019-03-16,125+400,125+430,24
km 125+300 - 125+500,2019,Remocion de Derrumbes T2,m3,2019-03-17,125+400,125+430,96
km 125+300 - 125+500,2019,Remocion de Derrumbes T2,m3,2019-03-18,125+400,125+430,120
km 125+300 - 125+500,2019,Remocion de Derrumbes T2,m3,2019-03-19,125+400,125+430,144
km 125+300 - 125+500,2019,Remocion de Derrumbes T2,m3,2019-03-19,125+400,125+430,84
km 125+300 - 125+500,2019,Remocion de Derrumbes T2,m3,2019-03-19,125+400,125+430,72
km 125+300 - 125+500,2019,Remocion de Derrumbes T2,m3,2019-03-19,125+400,125+430,120
km 125+300 - 125+500,2019,Remocion de Derrumbes T2,m3,2019-03-19,125+400,125+430,156
km 125+300 - 125+500,2019,Remocion de Derrumbes T2,m3,2019-03-19,125+400,125+420,72
km 125+300 - 125+500,2019,Remocion de Derrumbes T2,m3,2019-03-19,125+400,125+420,96
km 125+300 - 125+500,2019,Remocion de Derrumbes T2,m3,2019-03-19,125+400,125+430,36
km 125+300 - 125+500,2019,Limpieza mecanizada de cabezal de alcantarilla T2,m3,2019-03-19,125+500,125+530,15
km 125+300 - 125+500,2019,Remocion de Derrumbes T2,m3,2019-03-19,76+980,770+000,300
km 125+300 - 125+500,2019,Remocion de Derrumbes T2,m3,2019-03-20,125+400,125+430,300
km 125+300 - 125+500,2019,Remocion de Derrumbes T2,m3,2019-03-23,125+400,125+430,60
km 125+300 - 125+500,2019,Remocion de Derrumbes T2,m3,2019-03-24,125+400,125+430,60
km 125+300 - 125+500,2019,Remocion de Derrumbes T2,m3,2019-03-25,125+400,125+430,36
km 125+300 - 125+500,2019,Limpieza Manual de Cuneta de Vía T2,ml,2019-08-22,116+000,1116+620,150
km 125+300 - 125+500,2019,Limpieza Manual de Cuneta de Vía T2,ml,2019-12-04,114+500,214+600,100
km 125+300 - 125+500,2020,Remocion de Derrumbes T2,m3,2019-12-26,125+400,125+420,60
km 125+300 - 125+500,2020,Limpieza de Deslizamientos Menores < 15 m3 T2,m3,2019-12-29,64+150,646+160,10
km 125+300 - 125+500,2020,Limpieza Manual de Cuneta de Vía T2,ml,2020-01-02,120+900,130+020,50
km 125+300 - 125+500,2020,Remocion de Derrumbes T2,m3,2020-01-06,125+440,125+455,45
km 125+300 - 125+500,2020,Remocion de Derrumbes T2,m3,2020-01-08,125+420,125+455,15
km 125+300 - 125+500,2020,Limpieza de los Dispositivos de Drenaje (de muros) T2,m2,2020-01-08,125+420,125+450,600
km 125+300 - 125+500,2020,Remocion de Derrumbes T2,m3,2020-01-09,125+420,125+455,435
km 125+300 - 125+500,2020,Limpieza Manual de Cuneta de Vía T2,ml,2020-01-10,125+450,125+650,40
km 125+300 - 125+500,2020,Remocion de Derrumbes T2,m3,2020-01-15,125+440,125+455,24
km 125+300 - 125+500,2020,Remocion de Derrumbes T2,m3,2020-01-16,125+440,125+455,60
km 125+300 - 125+500,2020,Remocion de Derrumbes T2,m3,2020-01-17,125+440,125+455,30
km 125+300 - 125+500,2020,Reposición de Tachas Reflectivas T2,und,2020-01-23,42+000,434+000,27
km 125+300 - 125+500,2020,Reposición de Tachas Reflectivas T2,und,2020-01-23,42+000,434+000,26
km 125+300 - 125+500,2020,Remocion de Derrumbes T2,m3,2020-02-06,125+440,125+455,30
km 125+300 - 125+500,2020,Remocion de Derrumbes T2,m3,2020-02-07,125+440,125+455,12
km 125+300 - 125+500,2020,Remocion de Derrumbes T2,m3,2020-02-18,125+440,125+455,165
km 125+300 - 125+500,2020,Remocion de Derrumbes T2,m3,2020-02-20,125+440,125+455,30
km 125+300 - 125+500,2020,Limpieza de carril/pista y bermas T2,m2,2020-02-23,125+350,125+550,720
km 125+300 - 125+500,2020,Limpieza Manual de Cuneta de Vía T2,ml,2020-03-06,125+100,125+300,85
km 125+300 - 125+500,2020,Limpieza de Juntas en Cuneta y Berma,ml,2020-03-06,125+100,125+300,28.333333333333332
km 125+300 - 125+500,2020,Limpieza Manual de Cuneta de Vía T2,ml,2020-03-06,125+500,125+600,50
km 125+300 - 125+500,2020,Limpieza Manual de Zanjas de Coronación T2,ml,2020-03-09,120+330,130+585,25
km 125+300 - 125+500,2020,Remocion de Derrumbes T2,m3,2020-03-09,125+420,125+435,75
km 125+300 - 125+500,2020,Reposición de Cuneta,ml,2020-03-12,125+500,125+506,6
km 125+300 - 125+500,2020,Reposición de Cuneta,ml,2020-03-12,125+500,125+506,6
km 125+300 - 125+500,2020,Limpieza de carril/pista y bermas T2,m2,2020-03-15,125+400,125+420,32.4
km 125+300 - 125+500,2020,Limpieza Manual de Cuneta de Vía T2,ml,2020-04-20,125+420,125+480,600
km 125+300 - 125+500,2020,Limpieza de carril/pista y bermas T2,m2,2020-05-02,123+680,127+710,108
km 125+300 - 125+500,2020,Limpieza Manual de Cuneta de Vía T2,ml,2020-05-03,125+280,125+400,120
km 125+300 - 125+500,2020,Limpieza Manual de Cuneta de Vía T2,ml,2020-05-04,125+450,125+600,150
km 125+300 - 125+500,2020,Limpieza Manual de Cuneta de Vía T2,ml,2020-07-02,125+100,125+900,30
km 125+300 - 125+500,2020,Limpieza Manual de Cuneta de Vía T2,ml,2020-07-22,125+000,125+300,400
km 125+300 - 125+500,2020,Limpieza de Juntas en Cunetas y Bermas,ml,2020-07-22,125+000,125+300,226.66666666666666
km 125+300 - 125+500,2020,Limpieza de Juntas en Cunetas y Bermas,ml,2020-07-22,125+000,125+300,85
km 125+300 - 125+500,2020,Pintura Chevron Guarda Vías T2,m2,2020-08-13,125+400,125+431,14
km 125+300 - 125+500,2020,Reposición de Defensas Averiadas T2,ml,2020-08-13,125+410,125+431,28
km 125+300 - 125+500,2020,Reposición de Defensas Averiadas T2,ml,2020-08-14,125+410,125+431,0
km 125+300 - 125+500,2020,Limpieza Manual de Cuneta de Vía T2,ml,2020-08-17,125+200,125+400,100
km 125+300 - 125+500,2020,Limpieza de Juntas en Cunetas y Bermas,ml,2020-08-17,125+200,125+400,56.666666666666664
km 125+300 - 125+500,2020,Reposición de Delineador T2,und,2020-08-17,125+250,125+312,6
km 125+300 - 125+500,2020,Repintado de delineador T2,und,2020-08-17,125+250,125+312,6
km 125+300 - 125+500,2020,Limpieza de Deslizamientos Menores < 15 m3 T2,m3,2020-08-17,125+430,125+455,20
km 125+300 - 125+500,2020,Reparaciones Parciales de Veredas Parapetos Bordillos T2,m2,2020-08-18,125+300,125+400,5
km 125+300 - 125+500,2020,Reparación de las Estructuras de Contención (gabión) T2,m3,2020-08-19,125+430,125+455,1
km 125+300 - 125+500,2020,Reparaciones Parciales de Veredas Parapetos Bordillos T2,m2,2020-08-20,125+400,125+500,0.72
km 125+300 - 125+500,2020,Reparaciones Parciales de Veredas Parapetos Bordillos T2,m2,2020-08-21,125+360,125+420,10
km 125+300 - 125+500,2020,Remocion de Derrumbes T2,m3,2020-08-22,125+450,125+500,240
km 125+300 - 125+500,2020,Remocion de Derrumbes T2,m3,2020-08-23,125+450,125+500,210
km 125+300 - 125+500,2020,Reparación de las Estructuras de Contención (gabión) T2,m3,2020-08-25,125+430,125+455,30
km 125+300 - 125+500,2020,Reparación de las Estructuras de Contención (gabión) T2,m3,2020-08-26,125+430,125+455,10
km 125+300 - 125+500,2020,Reparación de las Estructuras de Contención (gabión) T2,m3,2020-08-26,125+430,125+455,20
km 125+300 - 125+500,2020,Reparación de las Estructuras de Contención (gabión) T2,m3,2020-08-27,125+430,125+455,20
km 125+300 - 125+500,2020,Reparación de las Estructuras de Contención (gabión) T2,m3,2020-08-27,125+430,125+455,30
km 125+300 - 125+500,2020,Limpieza de Parapetos Veredas de Concreto T2,m2,2020-09-10,125+500,125+520,20
km 125+300 - 125+500,2020,Reparación de las Estructuras de Contención (gabión) T2,m3,2020-09-21,124+241,142+311,1
km 125+300 - 125+500,2020,Reparación Parcial de Barandas Metálicas T2,ml,2020-09-23,125+400,125+500,100
km 125+300 - 125+500,2020,Repintado de Parapetos Muros T2,m2,2020-09-23,125+400,125+500,5
km 125+300 - 125+500,2020,Limpieza Manual de Cuneta de Vía T2,ml,2020-10-06,125+300,125+450,150
km 125+300 - 125+500,2020,Limpieza de Juntas en Cunetas y Bermas,ml,2020-10-06,125+300,125+450,85
km 125+300 - 125+500,2020,Limpieza Manual de Cuneta de Vía T2,ml,2020-10-08,125+000,125+300,300
km 125+300 - 125+500,2020,Limpieza de Juntas en Cunetas y Bermas,ml,2020-10-08,125+000,125+300,170
km 125+300 - 125+500,2020,Limpieza de carril/pista y bermas T2,m2,2020-10-08,125+000,125+300,360
km 125+300 - 125+500,2020,Limpieza Manual de Cuneta de Vía T2,ml,2020-10-19,22+530,222+600,70
km 125+300 - 125+500,2020,Limpieza Manual de Cuneta de Vía T2,ml,2020-11-19,125+394,125+495,90
km 125+300 - 125+500,2020,Limpieza de Guardavías T2,ml,2020-11-19,125+394,125+495,90
km 125+300 - 125+500,2020,Limpieza de Cajas de Inspección Subdren T2,und,2020-11-19,125+394,125+495,2
km 125+300 - 125+500,2020,Reparaciones Parciales de Veredas Parapetos Bordillos T2,m2,2020-11-19,125+394,125+495,20
km 125+300 - 125+500,2020,Reparación de las Estructuras de Contención (gabión) T2,m3,2020-11-19,125+394,125+495,1
km 125+300 - 125+500,2020,Limpieza Manual de Cuneta de Vía T2,ml,2020-12-09,125+400,125+500,20
km 125+300 - 125+500,2020,Limpieza de Juntas en Cunetas y Bermas,ml,2020-12-09,125+400,125+500,11.333333333333334
km 125+300 - 125+500,2020,Reparación de las Estructuras de Contención (gabión) T2,m3,2020-12-09,125+400,125+500,1
km 125+300 - 125+500,2020,Reparaciones Parciales de Veredas Parapetos Bordillos T2,m2,2020-12-09,125+400,125+500,0.5
km 125+300 - 125+500,2020,Limpieza de Juntas en Cunetas y Bermas,ml,2020-12-10,25+305,169+500,85
km 125+300 - 125+500,2020,Limpieza Manual de Cuneta de Vía T2,ml,2020-12-10,25+320,171+500,5
km 125+300 - 125+500,2020,Limpieza de Juntas en Cunetas y Bermas,ml,2020-12-10,25+750,168+400,25.5
km 125+300 - 125+500,2021,Reparación de las Estructuras de Contención (gabión) T2,m3,2021-01-15,125+394,125+495,1
km 125+300 - 125+500,2021,Limpieza de Parapetos Veredas de Concreto T2,m2,2021-01-15,125+394,125+495,15
km 125+300 - 125+500,2021,Limpieza de Superfície de Concreto y Dispos. Drenaje T2,ml,2021-01-15,125+394,125+495,20
km 125+300 - 125+500,2021,Limpieza de Cajas de Inspección Subdren T2,und,2021-01-18,125+394,125+495,4
km 125+300 - 125+500,2021,Limpieza Manual de Cuneta de Vía T2,ml,2021-01-18,125+394,125+495,35
km 125+300 - 125+500,2021,Limpieza Manual de Zanjas de Coronación T2,ml,2021-01-18,125+394,125+495,60
km 125+300 - 125+500,2021,Limpieza de Superfície de Concreto y Dispos. Drenaje T2,ml,2021-01-18,125+394,125+495,3
km 125+300 - 125+500,2021,Limpieza Manual de Cuneta de Vía T2,ml,2021-02-16,124+900,126+000,1000
km 125+300 - 125+500,2021,Limpieza de Juntas en Cunetas y Bermas,ml,2021-02-16,125+000,126+000,510
km 125+300 - 125+500,2021,Reparación de las Estructuras de Contención (gabión) T2,m3,2021-02-21,125+394,125+495,1
km 125+300 - 125+500,2021,Limpieza Manual de Zanjas de Coronación T2,ml,2021-02-21,125+394,125+495,70
km 125+300 - 125+500,2021,Limpieza de Cajas de Inspección Subdren T2,und,2021-02-21,125+394,125+495,4
km 125+300 - 125+500,2021,Limpieza de Cajas de Inspección Subdren T2,und,2021-02-21,125+394,125+495,3
km 125+300 - 125+500,2021,Limpieza de Superfície de Concreto y Dispos. Drenaje T2,ml,2021-02-21,125+394,125+495,25
km 125+300 - 125+500,2021,Desbroce Manual T2,m2,2021-03-03,121+500,192+000,3000
km 125+300 - 125+500,2021,Repintado de Postes de Señalización Vertical T2,m2,2021-03-08,119+000,180+000,6.24
km 125+300 - 125+500,2021,Limpieza de Postes de Señalización Vertical T2,und,2021-03-08,119+000,180+000,4
km 125+300 - 125+500,2021,Limpieza de Superfície de Concreto y Dispos. Drenaje T2,ml,2021-03-17,125+394,125+495,20
km 125+300 - 125+500,2021,Limpieza Manual de Cuneta de Vía T2,ml,2021-03-17,125+394,125+495,25
km 125+300 - 125+500,2021,Reparación de las Estructuras de Contención (gabión) T2,m3,2021-03-17,125+394,125+495,1
km 125+300 - 125+500,2021,Limpieza de Cajas de Inspección Subdren T2,und,2021-03-17,125+394,125+495,3
km 125+300 - 125+500,2021,Limpieza Manual de Zanjas de Coronación T2,ml,2021-03-17,125+394,125+495,60
km 125+300 - 125+500,2021,Limpieza de Cajas de Inspección Subdren T2,und,2021-03-17,125+394,125+495,1
km 125+300 - 125+500,2021,Limpieza Manual de Cabezal de Alcantarilla T2,ml,2021-03-20,125+450,125+470,72
km 125+300 - 125+500,2021,Limpieza Manual de Cuneta de Vía T2,ml,2021-04-03,125+450,125+550,50
km 125+300 - 125+500,2021,Limpieza Manual de Cuerpo de Alcantarilla T2,ml,2021-04-05,17+248,172+498,8
km 125+300 - 125+500,2021,Limpieza de carril/pista y bermas T2,m2,2021-04-11,125+450,125+460,10
km 125+300 - 125+500,2021,Limpieza Manual de Cuneta de Vía T2,ml,2021-04-15,125+230,125+400,170
km 125+300 - 125+500,2021,Limpieza Manual de Cuneta de Vía T2,ml,2021-04-16,102+000,162+000,100
km 125+300 - 125+500,2021,Limpieza Manual de Cuneta de Vía T2,ml,2021-04-17,125+450,125+470,20
km 125+300 - 125+500,2021,Limpieza Manual de Zanjas de Coronación T2,ml,2021-04-20,125+394,125+495,101
km 125+300 - 125+500,2021,Limpieza Manual de Cuneta de Vía T2,ml,2021-04-20,125+394,125+495,101
km 125+300 - 125+500,2021,Limpieza Manual de Zanjas de Coronación T2,ml,2021-04-20,125+400,125+495,95
km 125+300 - 125+500,2021,Limpieza Manual de Cuneta de Vía T2,ml,2021-05-18,123+550,126+000,550
km 125+300 - 125+500,2021,Limpieza Manual de Zanjas de Coronación T2,ml,2021-05-20,125+394,125+495,101
km 125+300 - 125+500,2021,Limpieza Manual de Zanjas de Coronación T2,ml,2021-05-20,125+400,125+495,95
km 125+300 - 125+500,2021,Limpieza Manual de Zanjas de Coronación T2,ml,2021-06-09,125+470,125+520,50
km 125+300 - 125+500,2021,Limpieza Manual de Zanjas de Coronación T2,ml,2021-06-10,125+480,125+580,100
km 125+300 - 125+500,2021,Pintura Chevron Guarda Vías T2,m2,2021-06-14,14+125,142+245,4
km 125+300 - 125+500,2021,Limpieza de Guardavías T2,ml,2021-06-14,14+125,142+245,80
km 125+300 - 125+500,2021,Limpieza Manual de Zanjas de Coronación T2,ml,2021-06-18,125+394,125+495,101
km 125+300 - 125+500,2021,Limpieza Manual de Zanjas de Coronación T2,ml,2021-06-18,125+400,125+430,30
km 125+300 - 125+500,2021,Reparación de las Estructuras de Contención (gabión) T2,m3,2021-06-18,125+400,125+495,1
km 125+300 - 125+500,2021,Limpieza Manual de Zanjas de Coronación T2,ml,2021-06-18,125+450,125+995,45
km 125+300 - 125+500,2021,Desbroce Manual T2,m2,2021-06-24,19+600,196+900,50
km 125+300 - 125+500,2021,Limpieza Manual de Cuneta de Vía T2,ml,2021-08-17,125+225,125+300,65
km 125+300 - 125+500,2021,Limpieza Manual de Cuneta de Vía T2,ml,2021-08-17,125+290,125+320,30
km 125+300 - 125+500,2021,Reparación de las Estructuras de Contención (gabión) T2,m3,2021-08-19,125+394,125+495,1
km 125+300 - 125+500,2021,Limpieza de Parapetos Veredas de Concreto T2,m2,2021-08-19,125+394,125+495,3.5999999999999996
km 125+300 - 125+500,2021,Limpieza Manual de Zanjas de Coronación T2,ml,2021-08-19,125+394,125+495,76
km 125+300 - 125+500,2021,Limpieza Manual de Zanjas de Coronación T2,ml,2021-08-19,125+394,125+495,100
km 125+300 - 125+500,2021,Limpieza Manual de Zanjas de Coronación T2,ml,2021-08-19,125+394,125+495,70
km 125+300 - 125+500,2021,Limpieza de Superfície de Concreto y Dispos. Drenaje T2,ml,2021-08-19,125+394,125+495,10
km 125+300 - 125+500,2021,Limpieza de Superfície de Concreto y Dispos. Drenaje T2,ml,2021-08-19,125+495,125+495,45
km 125+300 - 125+500,2021,Limpieza de Cajas de Inspección Subdren T2,und,2021-09-17,125+394,125+495,1
km 125+300 - 125+500,2021,Limpieza de Cajas de Inspección Subdren T2,und,2021-09-17,125+394,125+495,1
km 125+300 - 125+500,2021,Limpieza Manual de Zanjas de Coronación T2,ml,2021-09-17,125+394,125+495,32
km 125+300 - 125+500,2021,Limpieza de Cajas de Inspección Subdren T2,und,2021-09-17,125+394,125+495,12
km 125+300 - 125+500,2021,Limpieza de carril/pista y bermas T2,m2,2021-10-15,125+310,125+350,40
km 125+300 - 125+500,2021,Limpieza Manual de Cuneta de Vía T2,ml,2021-10-15,125+365,125+385,20
km 125+300 - 125+500,2021,Limpieza de Superfície de Concreto y Dispos. Drenaje T2,ml,2021-10-18,125+394,125+495,12
km 125+300 - 125+500,2021,Reparación de las Estructuras de Contención (gabión) T2,m3,2021-10-18,125+394,125+495,0.5
km 125+300 - 125+500,2021,Limpieza Manual de Zanjas de Coronación T2,ml,2021-10-18,125+394,125+495,62
km 125+300 - 125+500,2021,Limpieza Manual de Zanjas de Coronación T2,ml,2021-10-18,125+394,125+495,120
km 125+300 - 125+500,2021,Limpieza Manual de Zanjas de Coronación T2,ml,2021-10-18,125+394,125+495,75
km 125+300 - 125+500,2021,Limpieza Manual de Cuneta de Vía T2,ml,2021-10-18,125+394,125+495,101
km 125+300 - 125+500,2021,Limpieza de Superfície de Concreto y Dispos. Drenaje T2,ml,2021-10-18,125+394,125+495,100
km 125+300 - 125+500,2021,Limpieza de Superfície de Concreto y Dispos. Drenaje T2,ml,2021-10-18,125+394,125+495,101
km 125+300 - 125+500,2021,Reposición de Tachas Reflectivas T2,und,2021-11-09,125+414,125+446,30
km 125+300 - 125+500,2021,Reparación de las Estructuras de Contención (gabión) T2,m3,2021-11-18,125+294,125+495,0.5
km 125+300 - 125+500,2021,Limpieza Manual de Zanjas de Coronación T2,ml,2021-11-18,125+394,125+495,42
km 125+300 - 125+500,2021,Limpieza Residuos Sólidos / Basuras,m2,2021-11-19,124+620,129+700,80
