Tramo,Año,Descripción,Unidad,Fecha,Inicio (km),Fin (km),Metrado
km 146+500 - 146+520,2019,Remocion de Derrumbes T2,m3,2019-10-20,146+520,146+550,75
km 146+500 - 146+520,2019,Limpieza Manual de Cuneta de Vía T2,ml,2019-10-22,139+300,239+400,100
km 146+500 - 146+520,2019,Limpieza Manual de Cuneta de Vía T2,ml,2019-11-25,146+500,146+550,50
km 146+500 - 146+520,2019,Limpieza de Delineador T2,und,2019-11-29,146+500,146+504,2
km 146+500 - 146+520,2019,Limpieza de Juntas en Cuneta y Berma,ml,2019-12-03,146+000,147+000,566.6666666666666
km 146+500 - 146+520,2019,Limpieza Manual de Cuneta de Vía T2,ml,2019-12-04,114+500,214+600,100
km 146+500 - 146+520,2019,Limpieza mecanizada de cabezal de alcantarilla T2,m3,2019-12-22,146+520,146+530,30
km 146+500 - 146+520,2020,Limpieza de Deslizamientos Menores < 15 m3 T2,m3,2019-12-29,64+150,646+160,10
km 146+500 - 146+520,2020,Reposición de Tachas Reflectivas T2,und,2020-01-23,42+000,434+000,27
km 146+500 - 146+520,2020,Reposición de Tachas Reflectivas T2,und,2020-01-23,42+000,434+000,26
km 146+500 - 146+520,2020,Limpieza de carril/pista y bermas T2,m2,2020-02-21,126+380,196+400,20
km 146+500 - 146+520,2020,Limpieza Manual de Cuneta de Vía T2,ml,2020-03-09,146+400,146+600,200
km 146+500 - 146+520,2020,Desbroce Manual T2,m2,2020-03-10,146+400,146+800,1200
km 146+500 - 146+520,2020,Limpieza Manual de Cuneta de Vía T2,ml,2020-03-10,146+400,146+800,400
km 146+500 - 146+520,2020,Remocion de Derrumbes T2,m3,2020-03-11,146+520,146+530,180
km 146+500 - 146+520,2020,Limpieza de carril/pista y bermas T2,m2,2020-03-19,146+000,147+000,144
km 146+500 - 146+520,2020,Limpieza de carril/pista y bermas T2,m2,2020-03-19,146+500,146+520,72
km 146+500 - 146+520,2020,Limpieza de carril/pista y bermas T2,m2,2020-03-21,146+520,146+530,36
km 146+500 - 146+520,2020,Remocion de Derrumbes T2,m3,2020-03-23,146+520,146+530,240
km 146+500 - 146+520,2020,Limpieza de carril/pista y bermas T2,m2,2020-03-27,146+520,146+540,72
km 146+500 - 146+520,2020,Limpieza Manual de Cuneta de Vía T2,ml,2020-03-28,146+347,147+353,6
km 146+500 - 146+520,2020,Remocion de Derrumbes T2,m3,2020-04-01,146+440,146+500,0
km 146+500 - 146+520,2020,Remocion de Derrumbes T2,m3,2020-04-06,146+440,146+500,870
km 146+500 - 146+520,2020,Remocion de Derrumbes T2,m3,2020-04-08,146+440,146+500,45
km 146+500 - 146+520,2020,Limpieza Manual de Cuneta de Vía T2,ml,2020-04-08,146+440,146+500,120
km 146+500 - 146+520,2020,Limpieza de carril/pista y bermas T2,m2,2020-04-09,146+500,146+900,572.4
km 146+500 - 146+520,2020,Limpieza de carril/pista y bermas T2,m2,2020-04-21,146+480,146+520,144
km 146+500 - 146+520,2020,Remocion de Derrumbes T2,m3,2020-04-21,146+520,146+535,270
km 146+500 - 146+520,2020,Remocion de Derrumbes T2,m3,2020-04-22,146+520,146+535,45
km 146+500 - 146+520,2020,Remocion de Derrumbes T2,m3,2020-04-23,146+520,146+535,135
km 146+500 - 146+520,2020,Repintado de Postes de Señalización Vertical T2,m2,2020-04-28,146+300,146+700,4.5
km 146+500 - 146+520,2020,Repintado de Postes de Señalización Vertical T2,m2,2020-04-28,146+300,146+700,3.6
km 146+500 - 146+520,2020,Reposición de Defensas Averiadas T2,ml,2020-08-04,133+155,153+200,36
km 146+500 - 146+520,2020,Reposición de Delineador T2,und,2020-08-11,146+485,146+510,5
km 146+500 - 146+520,2020,Repintado de delineador T2,und,2020-08-11,146+485,146+510,5
km 146+500 - 146+520,2020,Desbroce Manual T2,m2,2020-09-16,143+590,150+700,660
km 146+500 - 146+520,2020,Limpieza Manual de Cuneta de Vía T2,ml,2020-10-19,22+530,222+600,70
km 146+500 - 146+520,2020,Limpieza Manual de Cuneta de Vía T2,ml,2020-10-26,146+360,146+820,220
km 146+500 - 146+520,2020,Limpieza de Juntas en Cunetas y Bermas,ml,2020-10-26,146+360,146+820,124.66666666666667
km 146+500 - 146+520,2020,Limpieza Manual de Cabezal de Alcantarilla T2,ml,2020-12-01,146+520,146+520,4
km 146+500 - 146+520,2020,Desbroce Manual T2,m2,2020-12-10,146+000,146+500,150
km 146+500 - 146+520,2020,Limpieza Manual de Cuneta de Vía T2,ml,2020-12-10,146+000,146+500,500
km 146+500 - 146+520,2020,Limpieza de Juntas en Cunetas y Bermas,ml,2020-12-10,146+000,146+500,283.3333333333333
km 146+500 - 146+520,2020,Limpieza de Juntas en Cunetas y Bermas,ml,2020-12-10,25+305,169+500,85
km 146+500 - 146+520,2020,Limpieza Manual de Cuneta de Vía T2,ml,2020-12-10,25+320,171+500,5
km 146+500 - 146+520,2020,Limpieza de Juntas en Cunetas y Bermas,ml,2020-12-10,25+750,168+400,25.5
km 146+500 - 146+520,2021,Desbroce Manual T2,m2,2021-01-05,146+500,147+000,3000
km 146+500 - 146+520,2021,Limpieza Manual de Cuneta de Vía T2,ml,2021-01-05,146+500,148+000,1500
km 146+500 - 146+520,2021,Limpieza de Juntas en Cunetas y Bermas,ml,2021-01-05,146+500,148+000,850
km 146+500 - 146+520,2021,Limpieza Manual de Cuneta de Vía T2,ml,2021-02-02,146+078,146+538,230
km 146+500 - 146+520,2021,Limpieza de Juntas en Cunetas y Bermas,ml,2021-02-02,146+078,146+538,260.6666666666667
km 146+500 - 146+520,2021,Remocion de Derrumbes T2,m3,2021-02-02,146+443,146+550,180
km 146+500 - 146+520,2021,Limpieza Manual de Cuneta de Vía T2,ml,2021-02-03,146+078,146+538,239
km 146+500 - 146+520,2021,Desbroce Manual T2,m2,2021-03-03,121+500,192+000,3000
km 146+500 - 146+520,2021,Repintado de Postes de Señalización Vertical T2,m2,2021-03-08,119+000,180+000,6.24
km 146+500 - 146+520,2021,Limpieza de Postes de Señalización Vertical T2,und,2021-03-08,119+000,180+000,4
km 146+500 - 146+520,2021,Limpieza de Deslizamientos Menores < 15 m3 T2,m3,2021-03-27,146+455,146+505,15
km 146+500 - 146+520,2021,Limpieza Manual de Cuneta de Vía T2,ml,2021-03-29,132+150,232+480,300
km 146+500 - 146+520,2021,Limpieza de Juntas en Cunetas y Bermas,ml,2021-03-29,132+150,232+480,170
km 146+500 - 146+520,2021,Limpieza Manual de Cuneta de Vía T2,ml,2021-04-03,146+500,146+510,10
km 146+500 - 146+520,2021,Limpieza Manual de Cuerpo de Alcantarilla T2,ml,2021-04-05,17+248,172+498,8
km 146+500 - 146+520,2021,Limpieza de postes (hitos) kilométricos T2,und,2021-04-07,140+300,231+510,1
km 146+500 - 146+520,2021,Limpieza Manual de Cuneta de Vía T2,ml,2021-04-16,102+000,162+000,100
km 146+500 - 146+520,2021,Desbroce Manual T2,m2,2021-05-18,146+000,147+000,6000
km 146+500 - 146+520,2021,Limpieza Manual de Cuneta de Vía T2,ml,2021-05-18,146+000,146+700,700
km 146+500 - 146+520,2021,Limpieza de Juntas en Cunetas y Bermas,ml,2021-05-18,146+000,146+700,396.6666666666667
km 146+500 - 146+520,2021,Desbroce Manual T2,m2,2021-06-24,19+600,196+900,50
km 146+500 - 146+520,2021,Limpieza Residuos Sólidos / Basuras,m2,2021-09-13,146+200,146+900,30
km 146+500 - 146+520,2021,Reposición de Tachas Reflectivas T2,und,2021-11-09,146+440,146+500,11
km 146+500 - 146+520,2021,Reposición de Tachas Reflectivas T2,und,2021-11-09,146+520,146+544,13
km 146+500 - 146+520,2021,Limpieza de carril/pista y bermas T2,m2,2021-11-20,116+700,166+800,50
km 146+500 - 146+520,2021,Limpieza Manual de Cabezal de Alcantarilla T2,ml,2021-12-06,146+520,146+520,12
km 146+500 - 146+520,2022,Limpieza Residuos Sólidos / Basuras,m2,2021-12-26,111+600,214+630,30
km 146+500 - 146+520,2022,Limpieza Residuos Sólidos / Basuras,m2,2021-12-29,145+400,187+000,150
km 146+500 - 146+520,2022,Desbroce Manual T2,m2,2021-12-29,146+000,147+000,6000
km 146+500 - 146+520,2022,Limpieza Manual de Cuneta de Vía T2,ml,2021-12-29,146+000,147+000,1000
km 146+500 - 146+520,2022,Limpieza de Deslizamientos Menores < 15 m3 T2,m3,2022-01-03,125+000,173+500,12
km 146+500 - 146+520,2022,Repintado de Parapetos Muros T2,m2,2022-01-05,144+167,244+180,7.8
km 146+500 - 146+520,2022,Limpieza de carril/pista y bermas T2,m2,2022-02-01,124+000,173+000,120
km 146+500 - 146+520,2022,Limpieza de carril/pista y bermas T2,m2,2022-02-02,124+000,173+000,240
km 146+500 - 146+520,2022,Limpieza Manual de Cuneta de Vía T2,ml,2022-02-03,134+900,154+500,400
km 146+500 - 146+520,2022,Limpieza de carril/pista y bermas T2,m2,2022-02-09,125+000,175+000,220
km 146+500 - 146+520,2022,Limpieza de Deslizamientos Menores < 15 m3 T2,m3,2022-02-09,21+100,214+150,15
km 146+500 - 146+520,2022,Limpieza Manual de Cuneta de Vía T2,ml,2022-03-03,146+035,147+480,445
km 146+500 - 146+520,2022,Limpieza Manual de Cuneta de Vía T2,ml,2022-03-03,146+430,146+520,90
km 146+500 - 146+520,2022,Limpieza de Deslizamientos Menores < 15 m3 T2,m3,2022-03-26,142+000,164+900,14
km 146+500 - 146+520,2022,Limpieza Residuos Sólidos / Basuras,m2,2022-04-27,140+600,147+100,220
km 146+500 - 146+520,2022,Desbroce Manual T2,m2,2022-05-17,146+500,147+000,3000
km 146+500 - 146+520,2022,Limpieza Manual de Cuneta de Vía T2,ml,2022-05-17,146+500,146+700,200
km 146+500 - 146+520,2022,Limpieza de Placas de Señalización Vertical T2,m2,2022-05-17,146+500,147+000,5.0625
km 146+500 - 146+520,2022,Limpieza de Placas de Señalización Vertical T2,m2,2022-05-17,146+500,147+000,0.96
km 146+500 - 146+520,2022,Limpieza de Juntas en Cunetas y Bermas,ml,2022-05-17,146+500,146+700,113.33333333333333
km 146+500 - 146+520,2022,Limpieza Manual de Cuneta de Vía T2,ml,2022-06-14,103+200,203+400,100
km 146+500 - 146+520,2022,Limpieza de carril/pista y bermas T2,m2,2022-06-29,141+480,162+140,660
km 146+500 - 146+520,2022,Limpieza Manual de Cuneta de Vía T2,ml,2022-07-07,146+380,146+510,150
km 146+500 - 146+520,2022,Repintado de delineador T2,und,2022-08-26,146+490,146+515,4
km 146+500 - 146+520,2022,Repintado de delineador T2,und,2022-09-09,82+190,182+224,4
km 146+500 - 146+520,2022,Limpieza Manual de Cuneta de Vía T2,ml,2022-09-14,142+350,147+800,500
km 146+500 - 146+520,2022,Limpieza de Juntas en Cunetas y Bermas,ml,2022-09-14,142+350,147+800,283.3333333333333
km 146+500 - 146+520,2022,Desbroce Manual T2,m2,2022-09-15,16+000,160+400,2400
km 146+500 - 146+520,2022,Reposición de Señalización Vertical T2,m2,2022-10-21,143+384,153+384,0.5625
km 146+500 - 146+520,2022,Desbroce Manual T2,m2,2022-10-25,146+000,146+800,3200
km 146+500 - 146+520,2022,Limpieza Manual de Cuneta de Vía T2,ml,2022-10-25,146+000,146+800,800
km 146+500 - 146+520,2022,Limpieza de Juntas en Cunetas y Bermas,ml,2022-10-25,146+000,146+800,453.3333333333333
km 146+500 - 146+520,2022,Limpieza Residuos Sólidos / Basuras,m2,2022-10-25,146+000,146+700,120
km 146+500 - 146+520,2022,Limpieza Manual de Cabezal de Alcantarilla T2,ml,2022-11-28,146+520,146+520,6
km 146+500 - 146+520,2023,Limpieza mecanizada de cabezal de alcantarilla T2,m3,2022-12-24,135+300,146+900,12
km 146+500 - 146+520,2023,Limpieza mecanizada de cabezal de alcantarilla T2,m3,2022-12-24,141+132,146+900,10
km 146+500 - 146+520,2023,Limpieza Residuos Sólidos / Basuras,m2,2023-01-24,143+160,180+180,80
km 146+500 - 146+520,2023,Limpieza Manual de Cuneta de Vía T2,ml,2023-02-26,144+394,146+552,158
km 146+500 - 146+520,2023,Desbroce Manual T2,m2,2023-03-22,146+000,147+000,6000
km 146+500 - 146+520,2023,Limpieza Manual de Cuneta de Vía T2,ml,2023-03-22,146+000,147+000,1000
km 146+500 - 146+520,2023,Limpieza de Juntas en Cunetas y Bermas,ml,2023-03-22,146+000,147+000,566.6666666666666
km 146+500 - 146+520,2023,Limpieza de Deslizamientos Menores < 15 m3 T2,m3,2023-05-04,140+770,158+000,14
km 146+500 - 146+520,2023,Pintura o Reaplicación por Aspersión T2,ml,2023-06-19,146+470,146+570,30
km 146+500 - 146+520,2023,Limpieza Manual de Cuneta de Vía T2,ml,2023-09-13,140+100,146+900,14
km 146+500 - 146+520,2023,Desbroce Manual T2,m2,2023-09-18,146+000,146+750,4500
km 146+500 - 146+520,2023,Limpieza Manual de Cuneta de Vía T2,ml,2023-09-18,146+000,146+750,750
km 146+500 - 146+520,2023,Limpieza de Placas de Señalización Vertical T2,m2,2023-09-18,146+000,147+000,2.8125
km 146+500 - 146+520,2023,Limpieza de Placas de Señalización Vertical T2,m2,2023-09-18,146+000,147+000,1.92
km 146+500 - 146+520,2023,Limpieza de Juntas en Cunetas y Bermas,ml,2023-09-18,146+000,146+750,425
km 146+500 - 146+520,2023,Limpieza Manual de Cuneta de Vía T2,ml,2023-10-16,145+425,149+900,600
km 146+500 - 146+520,2023,Limpieza Manual de Cuneta de Vía T2,ml,2023-11-02,143+740,146+720,980
km 146+500 - 146+520,2023,Desbroce Manual T2,m2,2023-11-02,145+740,146+720,980
km 146+500 - 146+520,2024,Limpieza Manual de Cuneta de Vía T2,ml,2024-01-02,146+450,146+570,120
km 146+500 - 146+520,2024,Desbroce Manual T2,m2,2024-01-09,146+500,147+000,3000
km 146+500 - 146+520,2024,Limpieza Manual de Cuneta de Vía T2,ml,2024-01-09,146+500,146+800,300
km 146+500 - 146+520,2024,Limpieza de Juntas en Cunetas y Bermas,ml,2024-01-09,146+500,146+800,170
km 146+500 - 146+520,2024,Desbroce Manual T2,m2,2024-01-23,146+000,146+500,3000
km 146+500 - 146+520,2024,Limpieza Manual de Cuneta de Vía T2,ml,2024-01-23,146+000,146+500,500
km 146+500 - 146+520,2024,Limpieza de Juntas en Cunetas y Bermas,ml,2024-01-23,146+000,146+500,283.3333333333333
km 146+500 - 146+520,2024,Limpieza Manual de Cuneta de Vía T2,ml,2024-03-11,94+730,947+776,99
km 146+500 - 146+520,2024,Limpieza Manual de Cuneta de Vía T2,ml,2024-03-23,146+400,146+500,14
km 146+500 - 146+520,2024,Limpieza Manual de Cabezal de Alcantarilla T2,ml,2024-04-13,146+510,146+514,12
km 146+500 - 146+520,2024,Limpieza Manual de Cabezal de Alcantarilla T2,ml,2024-04-25,128+280,182+283,8
km 146+500 - 146+520,2024,Limpieza de Juntas en Cunetas y Bermas,#N/A,2024-04-29,145+460,154+510,28.333333333333332
km 146+500 - 146+520,2024,Limpieza Manual de Cuneta de Vía T2,ml,2024-05-15,15+120,151+215,15
km 146+500 - 146+520,2024,Limpieza Manual de Cuneta de Vía T2,ml,2024-06-15,141+000,246+000,450
km 146+500 - 146+520,2024,Desbroce Manual T2,m2,2024-06-24,146+000,147+000,6000
km 146+500 - 146+520,2024,Limpieza Manual de Cuneta de Vía T2,ml,2024-06-24,146+000,147+000,1000
km 146+500 - 146+520,2024,Limpieza de Juntas en Cunetas y Bermas,ml,2024-06-24,146+000,147+000,113.33333333333333
km 146+500 - 146+520,2024,Desbroce Manual T2,m2,2024-06-25,145+300,155+000,4200
km 146+500 - 146+520,2024,Limpieza Manual de Cabezal de Alcantarilla T2,ml,2024-06-28,146+520,146+520,16
km 146+500 - 146+520,2025,Desbroce Manual T2,m2,2025-01-13,146+000,146+500,3000
km 146+500 - 146+520,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-01-13,146+000,146+500,500
km 146+500 - 146+520,2025,Limpieza Manual de Cuerpo de Alcantarilla T2,ml,2025-01-14,146+520,146+530,20
km 146+500 - 146+520,2025,Limpieza de carril/pista y bermas T2,m2,2025-01-15,146+520,146+600,160
km 146+500 - 146+520,2025,Reparación de Bache Superficial T2,m2,2025-01-15,146+520,146+540,10
km 146+500 - 146+520,2025,Limpieza de Parapetos Veredas de Concreto T2,m2,2025-01-29,141+450,241+455,5
km 146+500 - 146+520,2025,Desbroce Manual T2,m2,2025-02-05,145+800,155+000,1200
km 146+500 - 146+520,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-02-27,143+000,243+900,900
km 146+500 - 146+520,2025,Limpieza de Juntas en Cunetas y Bermas,ml,2025-02-27,143+000,243+900,510
km 146+500 - 146+520,2025,Desbroce Manual T2,m2,2025-02-27,146+500,146+700,1200
km 146+500 - 146+520,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-02-27,146+500,146+700,200
km 146+500 - 146+520,2025,Limpieza de Juntas en Cunetas y Bermas,ml,2025-02-27,146+500,146+700,113.33333333333333
km 146+500 - 146+520,2025,Limpieza de Postes de Señalización Vertical T2,und,2025-03-07,68+239,168+239,1
km 146+500 - 146+520,2025,Limpieza de Placas de Señalización Vertical T2,m2,2025-03-07,68+239,168+239,0.5625
km 146+500 - 146+520,2025,Remocion de Derrumbes T2,m3,2025-03-22,146+500,146+540,405
km 146+500 - 146+520,2025,Remocion de Derrumbes T2,m3,2025-03-23,146+500,146+540,390
km 146+500 - 146+520,2025,Remocion de Derrumbes T2,m3,2025-03-24,146+500,146+540,135
km 146+500 - 146+520,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-03-24,146+500,146+580,80
km 146+500 - 146+520,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-03-31,146+480,146+600,120
km 146+500 - 146+520,2025,Limpieza de carril/pista y bermas T2,m2,2025-03-31,146+480,146+810,330
km 146+500 - 146+520,2025,Limpieza de carril/pista y bermas T2,m2,2025-03-31,146+480,146+810,330
km 146+500 - 146+520,2025,Desbroce Manual T2,m2,2025-04-10,146+000,146+500,3000
km 146+500 - 146+520,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-04-10,146+000,146+500,500
km 146+500 - 146+520,2025,Limpieza de Juntas en Cunetas y Bermas,ml,2025-04-10,146+000,146+500,283.3333333333333
km 146+500 - 146+520,2025,Limpieza Residuos Sólidos / Basuras,m2,2025-04-10,146+000,146+500,60
km 146+500 - 146+520,2025,Limpieza de carril/pista y bermas T2,m2,2025-04-30,146+000,147+000,1000
km 146+500 - 146+520,2025,Limpieza Manual de Cabezal de Alcantarilla T2,ml,2025-05-23,146+510,146+510,14
km 146+500 - 146+520,2025,Limpieza Manual de Cabezal de Alcantarilla T2,ml,2025-06-09,146+510,146+514,14
km 146+500 - 146+520,2025,Limpieza Manual de Cabezal de Alcantarilla T2,ml,2025-06-10,146+510,146+514,14
km 146+500 - 146+520,2025,Limpieza Manual de Cabezal de Alcantarilla T2,ml,2025-06-12,144+670,149+673,14
km 146+500 - 146+520,2025,Pintura o Reaplicación por Aspersión T2,ml,2025-07-03,121+400,241+203,12
km 146+500 - 146+520,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-08-04,145+330,178+160,200
km 146+500 - 146+520,2025,Desbroce Manual T2,m2,2025-08-12,146+300,146+500,1200
km 146+500 - 146+520,2025,Limpieza Manual de Cuerpo de Alcantarilla T2,ml,2025-08-28,146+500,146+505,14
km 146+500 - 146+520,2025,Pintura o Reaplicación por Aspersión T2,ml,2025-09-01,146+300,146+600,5
km 146+500 - 146+520,2025,Desbroce Manual T2,m2,2025-09-15,146+000,147+000,6000
km 146+500 - 146+520,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-09-15,146+000,146+800,800
km 146+500 - 146+520,2025,Limpieza de Juntas en Cunetas y Bermas,ml,2025-09-15,146+000,146+800,453.3333333333333
km 146+500 - 146+520,2025,Limpieza Residuos Sólidos / Basuras,m2,2025-09-19,146+000,147+000,300
km 146+500 - 146+520,2025,Limpieza de carril/pista y bermas T2,m2,2025-09-19,146+500,146+600,100
km 146+500 - 146+520,2025,Desbroce Manual T2,m2,2025-10-09,143+570,173+600,100
km 146+500 - 146+520,2025,Limpieza de Guardavías T2,ml,2025-11-05,145+155,245+180,25
km 146+500 - 146+520,2025,Limpieza de Parapetos Veredas de Concreto T2,m2,2025-11-05,145+200,245+230,15
km 146+500 - 146+520,2025,Limpieza de Parapetos Veredas de Concreto T2,m2,2025-11-23,146+320,146+522,10
km 146+500 - 146+520,2025,Limpieza de Parapetos Veredas de Concreto T2,m2,2025-11-23,146+320,146+522,3.2
km 146+500 - 146+520,2025,Limpieza Residuos Sólidos / Basuras,m2,2025-12-19,143+600,146+780,180
km 146+500 - 146+520,2026,Limpieza de Parapetos Veredas de Concreto T2,m2,2025-12-29,137+150,237+155,3.25
km 146+500 - 146+520,2026,Limpieza Manual de Cuneta de Vía T2,ml,2026-01-20,107+900,170+970,70
km 146+500 - 146+520,2026,Limpieza de carril/pista y bermas T2,m2,2026-02-15,141+000,246+000,220
km 146+500 - 146+520,2026,Reparación de Bache Superficial T2,m2,2026-02-20,145+900,154+920,20
km 146+500 - 146+520,2026,Limpieza de carril/pista y bermas T2,m2,2026-03-16,146+520,146+620,700
km 146+500 - 146+520,2026,Limpieza Manual de Cuneta de Vía T2,ml,2026-03-17,142+067,149+158,91
