Tramo,Año,Descripción,Unidad,Fecha,Inicio (km),Fin (km),Metrado
km 175+260 - 175+285,2020,Limpieza de Juntas en Cunetas y Bermas,ml,2020-08-10,175+000,176+000,566.6666666666666
km 175+260 - 175+285,2020,Limpieza Manual de Cabezal de Alcantarilla T2,ml,2020-08-30,151+985,191+990,20
km 175+260 - 175+285,2020,Limpieza Manual de Cabezal de Alcantarilla T2,ml,2020-08-31,161+920,191+930,10
km 175+260 - 175+285,2020,Limpieza Manual de Cuneta de Vía T2,ml,2020-09-21,174+519,3174+561,42
km 175+260 - 175+285,2020,Limpieza Manual de Cuneta de Vía T2,ml,2020-10-19,22+530,222+600,70
km 175+260 - 175+285,2020,Desbroce Manual T2,m2,2020-10-21,163+000,184+000,6000
km 175+260 - 175+285,2020,Limpieza de Guardavías T2,ml,2020-10-30,175+278,175+289,11
km 175+260 - 175+285,2020,Limpieza de Postes de Señalización Vertical T2,und,2020-11-02,172+007,180+744,11
km 175+260 - 175+285,2020,Desbroce Manual T2,m2,2020-11-12,175+000,176+000,6000
km 175+260 - 175+285,2020,Limpieza Manual de Cuneta de Vía T2,ml,2020-11-12,175+000,176+000,1000
km 175+260 - 175+285,2020,Limpieza de Juntas en Cunetas y Bermas,ml,2020-11-12,175+000,176+000,566.6666666666666
km 175+260 - 175+285,2020,Limpieza de Deslizamientos Menores < 15 m3 T2,m3,2020-12-18,171+900,209+000,24
km 175+260 - 175+285,2020,Remocion de Derrumbes T2,m3,2020-12-18,172+150,209+000,420
km 175+260 - 175+285,2021,Remocion de Derrumbes T2,m3,2021-01-09,172+480,176+580,30
km 175+260 - 175+285,2021,Limpieza Manual de Cuneta de Vía T2,ml,2021-02-05,155+780,175+330,70
km 175+260 - 175+285,2021,Limpieza Manual de Cuneta de Vía T2,ml,2021-02-05,175+260,175+300,40
km 175+260 - 175+285,2021,Limpieza de Superfície de Concreto y Dispos. Drenaje T2,ml,2021-02-05,175+280,175+330,50
km 175+260 - 175+285,2021,Desbroce Manual T2,m2,2021-03-03,121+500,192+000,3000
km 175+260 - 175+285,2021,Repintado de Postes de Señalización Vertical T2,m2,2021-03-08,119+000,180+000,6.24
km 175+260 - 175+285,2021,Limpieza de Postes de Señalización Vertical T2,und,2021-03-08,119+000,180+000,4
km 175+260 - 175+285,2021,Desbroce Manual T2,m2,2021-03-12,175+000,176+000,6000
km 175+260 - 175+285,2021,Limpieza Manual de Cuneta de Vía T2,ml,2021-03-12,175+000,176+000,1000
km 175+260 - 175+285,2021,Limpieza de Juntas en Cunetas y Bermas,ml,2021-03-12,175+000,176+000,566.6666666666666
km 175+260 - 175+285,2021,Limpieza Manual de Cuneta de Vía T2,ml,2021-03-29,132+150,232+480,300
km 175+260 - 175+285,2021,Limpieza de Juntas en Cunetas y Bermas,ml,2021-03-29,132+150,232+480,170
km 175+260 - 175+285,2021,Limpieza de postes (hitos) kilométricos T2,und,2021-04-07,140+300,231+510,1
km 175+260 - 175+285,2021,Desbroce Manual T2,m2,2021-06-24,19+600,196+900,50
km 175+260 - 175+285,2021,Limpieza de Placas de Señalización Vertical T2,m2,2021-07-14,174+400,176+000,2.25
km 175+260 - 175+285,2021,Limpieza de Placas de Señalización Vertical T2,m2,2021-07-14,174+400,176+000,3.84
km 175+260 - 175+285,2021,Desbroce Manual T2,m2,2021-07-14,175+000,176+000,6000
km 175+260 - 175+285,2021,Limpieza Manual de Cuneta de Vía T2,ml,2021-07-14,175+000,176+000,1000
km 175+260 - 175+285,2021,Limpieza de Juntas en Cunetas y Bermas,ml,2021-07-14,175+000,176+000,566.6666666666666
km 175+260 - 175+285,2021,Reposición de Tachas Reflectivas T2,und,2021-07-22,175+010,175+915,58
km 175+260 - 175+285,2021,Reposición de Tachas Reflectivas T2,und,2021-07-22,175+227,175+380,25
km 175+260 - 175+285,2021,Limpieza Residuos Sólidos / Basuras,m2,2021-09-04,149+700,199+760,10
km 175+260 - 175+285,2021,Limpieza Residuos Sólidos / Basuras,m2,2021-11-29,170+600,177+000,220
km 175+260 - 175+285,2022,Desbroce Manual T2,m2,2021-12-23,174+600,176+010,2000
km 175+260 - 175+285,2022,Limpieza Manual de Cuneta de Vía T2,ml,2021-12-23,174+600,176+010,1400
km 175+260 - 175+285,2022,Limpieza de Juntas en Cunetas y Bermas,ml,2021-12-23,174+600,176+010,793.3333333333334
km 175+260 - 175+285,2022,Limpieza Residuos Sólidos / Basuras,m2,2021-12-26,111+600,214+630,30
km 175+260 - 175+285,2022,Limpieza Residuos Sólidos / Basuras,m2,2021-12-29,145+400,187+000,150
km 175+260 - 175+285,2022,Repintado de Parapetos Muros T2,m2,2022-01-05,144+167,244+180,7.8
km 175+260 - 175+285,2022,Limpieza de Deslizamientos Menores < 15 m3 T2,m3,2022-02-09,21+100,214+150,15
km 175+260 - 175+285,2022,Limpieza Manual de Cabezal de Alcantarilla T2,ml,2022-02-10,175+100,176+000,30
km 175+260 - 175+285,2022,Desbroce Manual T2,m2,2022-02-24,175+000,176+000,6000
km 175+260 - 175+285,2022,Limpieza Manual de Cuneta de Vía T2,ml,2022-02-24,175+000,176+000,1000
km 175+260 - 175+285,2022,Limpieza de Juntas en Cunetas y Bermas,ml,2022-02-24,175+000,176+000,566.6666666666666
km 175+260 - 175+285,2022,Limpieza Residuos Sólidos / Basuras,m2,2022-03-01,155+372,185+482,110
km 175+260 - 175+285,2022,Limpieza Manual de Cuneta de Vía T2,ml,2022-03-03,170+350,180+475,1125
km 175+260 - 175+285,2022,Limpieza de Deslizamientos Menores < 15 m3 T2,m3,2022-04-03,175+265,175+275,10
km 175+260 - 175+285,2022,Limpieza Manual de Cuneta de Vía T2,ml,2022-06-14,103+200,203+400,100
km 175+260 - 175+285,2022,Limpieza Manual de Cuneta de Vía T2,ml,2022-06-17,173+650,178+700,50
km 175+260 - 175+285,2022,Limpieza de Juntas en Cunetas y Bermas,ml,2022-06-17,173+650,178+700,28.333333333333332
km 175+260 - 175+285,2022,Limpieza de Guardavías T2,ml,2022-07-25,175+278,175+290,12
km 175+260 - 175+285,2022,Pintura Chevron Guarda Vías T2,m2,2022-08-15,175+278,175+290,3.5999999999999996
km 175+260 - 175+285,2022,Desbroce Manual T2,m2,2022-09-01,175+000,175+500,3000
km 175+260 - 175+285,2022,Repintado de delineador T2,und,2022-09-09,82+190,182+224,4
km 175+260 - 175+285,2022,Limpieza Manual de Cuneta de Vía T2,ml,2022-10-10,173+000,175+800,800
km 175+260 - 175+285,2022,Limpieza de Juntas en Cunetas y Bermas,ml,2022-10-10,173+000,175+800,453.3333333333333
km 175+260 - 175+285,2022,Desbroce Manual T2,m2,2022-10-21,175+100,175+900,4800
km 175+260 - 175+285,2022,Limpieza Manual de Cuneta de Vía T2,ml,2022-10-21,175+100,175+900,800
km 175+260 - 175+285,2022,Limpieza Manual de Cuneta de Vía T2,ml,2022-12-13,172+000,182+400,400
km 175+260 - 175+285,2022,Limpieza de Guardavías T2,ml,2022-12-14,175+278,175+290,12
km 175+260 - 175+285,2022,Limpieza Manual de Cuneta de Vía T2,ml,2022-12-21,168+780,178+850,70
km 175+260 - 175+285,2023,Limpieza Manual de Cuneta de Vía T2,ml,2022-12-23,175+240,175+980,15
km 175+260 - 175+285,2023,Limpieza Manual de Cuneta de Vía T2,ml,2023-01-06,152+700,1528+000,100
km 175+260 - 175+285,2023,Limpieza de Juntas en Cunetas y Bermas,ml,2023-01-06,152+700,1528+000,56.666666666666664
km 175+260 - 175+285,2023,Limpieza Residuos Sólidos / Basuras,m2,2023-01-24,143+160,180+180,80
km 175+260 - 175+285,2023,Limpieza Manual de Cuneta de Vía T2,ml,2023-02-24,170+572,179+400,50
km 175+260 - 175+285,2023,Limpieza Manual de Cuneta de Vía T2,ml,2023-03-01,174+047,179+875,828
km 175+260 - 175+285,2023,Limpieza de carril/pista y bermas T2,m2,2023-03-01,175+080,175+280,200
km 175+260 - 175+285,2023,Limpieza de Superfície de Concreto y Dispos. Drenaje T2,ml,2023-03-11,175+179,175+300,150
km 175+260 - 175+285,2023,Desbroce Manual T2,m2,2023-04-13,175+000,176+000,6000
km 175+260 - 175+285,2023,Limpieza Manual de Cuneta de Vía T2,ml,2023-04-13,175+000,176+000,1000
km 175+260 - 175+285,2023,Limpieza de Juntas en Cunetas y Bermas,ml,2023-04-13,175+000,176+000,566.6666666666666
km 175+260 - 175+285,2023,Limpieza de Placas de Señalización Vertical T2,m2,2023-04-13,175+000,176+000,14.0625
km 175+260 - 175+285,2023,Limpieza de Delineador T2,und,2023-04-13,175+000,176+000,4
km 175+260 - 175+285,2023,Limpieza de Delineador T2,und,2023-04-13,175+000,176+000,3
km 175+260 - 175+285,2023,Limpieza Manual de Cuneta de Vía T2,ml,2023-04-16,169+080,196+090,50
km 175+260 - 175+285,2023,Desbroce Manual T2,m2,2023-09-07,175+000,175+800,4800
km 175+260 - 175+285,2023,Limpieza Manual de Cuneta de Vía T2,ml,2023-09-07,175+200,175+800,600
km 175+260 - 175+285,2023,Limpieza de Juntas en Cunetas y Bermas,ml,2023-09-07,175+200,175+800,340
km 175+260 - 175+285,2023,Limpieza de Placas de Señalización Vertical T2,m2,2023-09-15,170+470,176+470,0.96
km 175+260 - 175+285,2023,Limpieza Manual de Cuneta de Vía T2,ml,2023-10-09,175+250,175+260,120
km 175+260 - 175+285,2023,Remocion de Derrumbes T2,m3,2023-10-10,175+250,175+260,30
km 175+260 - 175+285,2023,Limpieza de Guardavías T2,ml,2023-10-10,175+260,175+282,22
km 175+260 - 175+285,2023,Repintado de delineador T2,und,2023-10-10,175+277,175+604,26
km 175+260 - 175+285,2023,Limpieza Manual de Cuneta de Vía T2,ml,2023-10-17,175+250,175+260,100
km 175+260 - 175+285,2023,Remocion de Derrumbes T2,m3,2023-10-17,175+250,175+260,75
km 175+260 - 175+285,2023,Limpieza Manual de Cabezal de Alcantarilla T2,ml,2023-10-25,157+540,177+540,12
km 175+260 - 175+285,2023,Limpieza Manual de Cabezal de Alcantarilla T2,ml,2023-10-26,153+610,1536+120,10
km 175+260 - 175+285,2023,Remocion de Derrumbes T2,m3,2023-10-30,175+250,175+260,45
km 175+260 - 175+285,2023,Limpieza Residuos Sólidos / Basuras,m2,2023-10-31,169+220,2169+320,20
km 175+260 - 175+285,2023,Limpieza Manual de Cuneta de Vía T2,ml,2023-11-06,173+520,175+620,100
km 175+260 - 175+285,2023,Desbroce Manual T2,m2,2023-11-08,163+440,183+640,600
km 175+260 - 175+285,2024,Desbroce Manual T2,m2,2024-01-11,175+250,176+000,4500
km 175+260 - 175+285,2024,Limpieza Manual de Cuneta de Vía T2,ml,2024-01-11,175+250,176+000,750
km 175+260 - 175+285,2024,Limpieza de Juntas en Cunetas y Bermas,ml,2024-01-11,175+250,176+000,425
km 175+260 - 175+285,2024,Limpieza de Deslizamientos Menores < 15 m3 T2,m3,2024-01-15,175+265,175+280,15
km 175+260 - 175+285,2024,Limpieza de Deslizamientos Menores < 15 m3 T2,m3,2024-01-24,175+250,175+260,15
km 175+260 - 175+285,2024,Reposición de Defensas Averiadas T2,ml,2024-02-09,175+285,175+291,4
km 175+260 - 175+285,2024,Remocion de Derrumbes T2,m3,2024-02-16,175+250,175+265,45
km 175+260 - 175+285,2024,Limpieza Manual de Cuneta de Vía T2,ml,2024-02-19,159+600,196+050,450
km 175+260 - 175+285,2024,Remocion de Derrumbes T2,m3,2024-02-19,175+250,175+265,60
km 175+260 - 175+285,2024,Limpieza Manual de Cuneta de Vía T2,ml,2024-03-11,94+730,947+776,99
km 175+260 - 175+285,2024,Desbroce Manual T2,m2,2024-03-12,149+000,194+300,900
km 175+260 - 175+285,2024,Remocion de Derrumbes T2,m3,2024-03-24,175+250,175+265,45
km 175+260 - 175+285,2024,Limpieza de Obstaculos - Derecho de Vía,m2,2024-04-13,175+250,175+265,40
km 175+260 - 175+285,2024,Desbroce Manual T2,m2,2024-04-17,175+170,175+570,300
km 175+260 - 175+285,2024,Limpieza de carril/pista y bermas T2,m2,2024-04-21,175+250,175+265,105
km 175+260 - 175+285,2024,Remocion de Derrumbes T2,m3,2024-04-21,175+250,175+265,60
km 175+260 - 175+285,2024,Limpieza Manual de Cabezal de Alcantarilla T2,ml,2024-04-25,128+280,182+283,8
km 175+260 - 175+285,2024,Desbroce Manual T2,m2,2024-04-30,175+000,175+300,1800
km 175+260 - 175+285,2024,Limpieza Manual de Cuneta de Vía T2,ml,2024-04-30,175+000,175+300,300
km 175+260 - 175+285,2024,Limpieza de Juntas en Cunetas y Bermas,#N/A,2024-04-30,175+000,175+300,170
km 175+260 - 175+285,2024,Limpieza Manual de Cuneta de Vía T2,ml,2024-05-03,175+250,175+260,120
km 175+260 - 175+285,2024,Limpieza de Deslizamientos Menores < 15 m3 T2,m3,2024-05-03,175+250,175+260,30
km 175+260 - 175+285,2024,Limpieza Manual de Cuneta de Vía T2,ml,2024-05-28,148+800,185+000,200
km 175+260 - 175+285,2024,Limpieza Manual de Cuneta de Vía T2,ml,2024-06-15,141+000,246+000,450
km 175+260 - 175+285,2024,Limpieza de Guardavías T2,ml,2024-06-17,175+278,175+290,12
km 175+260 - 175+285,2024,Limpieza Manual de Cuneta de Vía T2,ml,2024-06-26,175+150,175+300,150
km 175+260 - 175+285,2025,Desbroce Manual T2,m2,2025-01-10,175+000,175+800,4800
km 175+260 - 175+285,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-01-10,175+000,175+800,800
km 175+260 - 175+285,2025,Limpieza Residuos Sólidos / Basuras,m2,2025-01-10,175+000,175+800,120
km 175+260 - 175+285,2025,Limpieza de Deslizamientos Menores < 15 m3 T2,m3,2025-01-14,149+780,179+810,15
km 175+260 - 175+285,2025,Limpieza de Parapetos Veredas de Concreto T2,m2,2025-01-29,141+450,241+455,5
km 175+260 - 175+285,2025,Limpieza de Guardavías T2,ml,2025-02-10,175+278,175+290,12
km 175+260 - 175+285,2025,Limpieza de Deslizamientos Menores < 15 m3 T2,m3,2025-02-26,175+260,175+270,15
km 175+260 - 175+285,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-02-27,143+000,243+900,900
km 175+260 - 175+285,2025,Limpieza de Juntas en Cunetas y Bermas,ml,2025-02-27,143+000,243+900,510
km 175+260 - 175+285,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-03-25,175+260,175+270,100
km 175+260 - 175+285,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-03-26,175+260,175+270,100
km 175+260 - 175+285,2025,Remocion de Derrumbes T2,m3,2025-03-27,175+260,175+270,105
km 175+260 - 175+285,2025,Limpieza de carril/pista y bermas T2,m2,2025-03-27,175+260,175+270,100
km 175+260 - 175+285,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-03-30,175+200,176+000,800
km 175+260 - 175+285,2025,Desbroce Manual T2,m2,2025-04-01,175+000,176+000,6000
km 175+260 - 175+285,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-04-01,175+000,176+000,1000
km 175+260 - 175+285,2025,Limpieza de Juntas en Cunetas y Bermas,ml,2025-04-01,175+000,176+000,566.6666666666666
km 175+260 - 175+285,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-04-04,175+260,175+285,120
km 175+260 - 175+285,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-04-06,175+260,175+285,100
km 175+260 - 175+285,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-04-06,175+260,175+285,100
km 175+260 - 175+285,2025,Remocion de Derrumbes T2,m3,2025-04-07,175+260,175+285,60
km 175+260 - 175+285,2025,Remocion de Derrumbes T2,m3,2025-04-07,175+260,175+285,15
km 175+260 - 175+285,2025,Remocion de Derrumbes T2,m3,2025-04-08,175+260,175+285,135
km 175+260 - 175+285,2025,Remocion de Derrumbes T2,m3,2025-04-09,175+260,175+285,90
km 175+260 - 175+285,2025,Remocion de Derrumbes T2,m3,2025-04-09,175+260,175+285,45
km 175+260 - 175+285,2025,Remocion de Derrumbes T2,m3,2025-04-11,175+260,175+285,45
km 175+260 - 175+285,2025,Remocion de Derrumbes T2,m3,2025-04-14,175+260,175+285,135
km 175+260 - 175+285,2025,Remocion de Derrumbes T2,m3,2025-04-16,175+260,175+285,330
km 175+260 - 175+285,2025,Limpieza de carril/pista y bermas T2,m2,2025-04-18,175+260,175+285,25
km 175+260 - 175+285,2025,Remocion de Derrumbes T2,m3,2025-04-21,175+260,175+285,135
km 175+260 - 175+285,2025,Remocion de Derrumbes T2,m3,2025-04-22,175+260,175+285,75
km 175+260 - 175+285,2025,Remocion de Derrumbes T2,m3,2025-04-26,175+260,175+285,135
km 175+260 - 175+285,2025,Remocion de Derrumbes T2,m3,2025-04-27,175+260,175+285,195
km 175+260 - 175+285,2025,Remocion de Derrumbes T2,m3,2025-05-11,175+260,175+285,30
km 175+260 - 175+285,2025,Limpieza Manual de Cabezal de Alcantarilla T2,ml,2025-06-01,175+095,175+980,14
km 175+260 - 175+285,2025,Pintura o Reaplicación por Aspersión T2,ml,2025-07-03,121+400,241+203,12
km 175+260 - 175+285,2025,Desbroce Manual T2,m2,2025-07-03,175+100,175+600,1200
km 175+260 - 175+285,2025,Limpieza de Deslizamientos Menores < 15 m3 T2,m3,2025-07-08,175+265,175+290,15
km 175+260 - 175+285,2025,Limpieza Manual de Cabezal de Alcantarilla T2,ml,2025-07-22,173+730,175+733,12
km 175+260 - 175+285,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-08-04,145+330,178+160,200
km 175+260 - 175+285,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-08-05,166+000,178+160,200
km 175+260 - 175+285,2025,Limpieza de Superfície de Concreto y Dispos. Drenaje T2,ml,2025-08-27,175+250,175+260,120
km 175+260 - 175+285,2025,Limpieza de Deslizamientos Menores < 15 m3 T2,m3,2025-08-31,175+260,175+280,15
km 175+260 - 175+285,2025,Limpieza de Superfície de Concreto y Dispos. Drenaje T2,ml,2025-09-06,175+260,175+270,100
km 175+260 - 175+285,2025,Desbroce Manual T2,m2,2025-10-27,175+000,175+900,5400
km 175+260 - 175+285,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-10-27,175+000,175+900,900
km 175+260 - 175+285,2025,Limpieza de Juntas en Cunetas y Bermas,ml,2025-10-27,175+000,175+900,510
km 175+260 - 175+285,2025,Limpieza de Guardavías T2,ml,2025-10-27,175+276,175+289,13
km 175+260 - 175+285,2025,Limpieza de Superfície de Concreto y Dispos. Drenaje T2,ml,2025-10-30,175+000,175+320,320
km 175+260 - 175+285,2025,Reparación de las Estructuras de Contención (gabión) T2,m3,2025-10-30,175+000,175+320,0.1
km 175+260 - 175+285,2025,Desbroce Manual T2,m2,2025-10-30,175+000,175+320,900
km 175+260 - 175+285,2025,Limpieza de Guardavías T2,ml,2025-11-05,145+155,245+180,25
km 175+260 - 175+285,2025,Limpieza de Parapetos Veredas de Concreto T2,m2,2025-11-05,145+200,245+230,15
km 175+260 - 175+285,2025,Repintado de delineador T2,und,2025-11-11,161+960,192+020,7
km 175+260 - 175+285,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-11-21,175+270,175+270,120
km 175+260 - 175+285,2025,Limpieza de Cajas de Inspección Subdren T2,und,2025-11-27,175+270,175+270,2
km 175+260 - 175+285,2025,Limpieza Residuos Sólidos / Basuras,m2,2025-12-19,167+300,178+600,800
km 175+260 - 175+285,2026,Limpieza de Parapetos Veredas de Concreto T2,m2,2025-12-29,137+150,237+155,3.25
km 175+260 - 175+285,2026,Desbroce Manual T2,m2,2026-02-09,175+000,176+000,6000
km 175+260 - 175+285,2026,Limpieza Manual de Cuneta de Vía T2,ml,2026-02-09,175+000,176+000,1000
km 175+260 - 175+285,2026,Limpieza de Juntas en Cunetas y Bermas,ml,2026-02-09,175+000,176+000,566.6666666666666
km 175+260 - 175+285,2026,Limpieza de carril/pista y bermas T2,m2,2026-02-15,141+000,246+000,220
